Year,Country,Units,Product,Indicator,Value
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,5.1 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,153.4 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,30.8 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,96.1 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,230.6 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,2134.9 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,175.1 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,364.0 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,6.5 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1.2 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,82.5 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,3037.0 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,463.3 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,204.2 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,246.6 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1446.5 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,44.1 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,51.6 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,858.4 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,11.3 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,10.6 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,794.2 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,177.3 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,36.9 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,81.8 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1.9 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,857.7 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,11.6 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,515.7 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,148.1 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,173.2 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,13.2 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,67.1 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,449.4 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,247.3 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,12.9 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,473.9 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,187.1 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.6 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,6.2 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,92.1 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,7.7 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,87.3 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,54.3 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,35.4 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,16.6 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,262.7 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,232.0 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,401.9 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,54.5 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,193.8 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,3042.6 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,141.6 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1070.8 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,354.2 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,2098.8 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,31.2 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,119.2 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,24.2 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.1 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,512.1 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,105.8 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,66.6 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,3.1 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1520.0 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,653.0 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,296.2 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,96.9 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,140.4 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,92.8 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,33.9 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,126.8 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.6 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,1.6 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,104.7 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,18.7 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Finland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,39.1 
2014 ,France,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Georgia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,: 
2014 ,Croatia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Hungary,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Ireland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Iceland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Italy,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,100.9 
2014 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Latvia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Moldova,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Malta,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Norway,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Poland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.1 
2014 ,Portugal,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,4.9 
2014 ,Romania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Serbia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Sweden,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,66.2 
2014 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Turkey,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.4 
2014 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2014 ,Albania,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Austria,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Belgium,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Germany,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Denmark,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Estonia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Greece,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2014 ,Spain,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
